VEP_Site_Name,VEP_Trinomial,VEP_LA_number,Boc_Site_Name,Boc_Site_Number,Boc_SiteID,Canon_Site_Name,Canon_Trinomial,Canon_LA_Number,Canon_SiteID,Aliases,Study Area,GIVE UP!,Comment,Canon Complete?
,,86629,,,,,,LA86629,,,NRG,,,Yes
,,86630,,,,,,LA86630,,,NRG,,,Yes
,,86633,,,,,,LA86633,,,NRG,,,Yes
,,86640,,,,,,LA86640,,,NRG,,,Yes
,,86641,,,,,,LA86641,,,NRG,,,Yes
,,86644,,,,,,LA86644,,,NRG,,,Yes
,,86646,,,,,,LA86646,,,NRG,,,Yes
,,86647,,,,,,LA86647,,,NRG,,,Yes
,,86652,,,,,,LA86652,,,NRG,,,Yes
,,86653,,,,,,LA86653,,,NRG,,,Yes
,,86654,,,,,,LA86654,,,NRG,,,Yes
,,86656,,,,,,LA86656,,,NRG,,,Yes
,,86657,,,,,,LA86657,,,NRG,,,Yes
,,86658,,,,,,LA86658,,,NRG,,,Yes
,,86659,,,,,,LA86659,,,NRG,,,Yes
,,86660,,,,,,LA86660,,,NRG,,,Yes
,,86662,,,,,,LA86662,,,NRG,,,Yes
,,86663,,,,,,LA86663,,,NRG,,,Yes
,,86665,,,,,,LA86665,,,NRG,,,Yes
,,86666,,,,,,LA86666,,,NRG,,,Yes
,,86667,,,,,,LA86667,,,NRG,,,Yes
,,86668,,,,,,LA86668,,,NRG,,,Yes
,,86669,,,,,,LA86669,,,NRG,,,Yes
,,86670,,,,,,LA86670,,,NRG,,,Yes
,,86671,,,,,,LA86671,,,NRG,,,Yes
,,86672,,,,,,LA86672,,,NRG,,,Yes
,,86674,,,,,,LA86674,,,NRG,,,Yes
,,86676,,,,,,LA86676,,,NRG,,,Yes
,,86679,,,,,,LA86679,,,NRG,,,Yes
,,86680,,,,,,LA86680,,,NRG,,,Yes
,,86681,,,,,,LA86681,,,NRG,,,Yes
,,86684,,,,,,LA86684,,,NRG,,,Yes
,,86686,,,,,,LA86686,,,NRG,,,Yes
,,86687,,,,,,LA86687,,,NRG,,,Yes
,,86688,,,,,,LA86688,,,NRG,,,Yes
,,86691,,,,,,LA86691,,,NRG,,,Yes
,,86695,,,,,,LA86695,,,NRG,,,Yes
,,86697,,,,,,LA86697,,,NRG,,,Yes
,,86699,,,,,,LA86699,,,NRG,,,Yes
,,87430,,,,,,LA87430,,,NRG,,,Yes
,,88934,,,,,,LA88934,,,NRG,,,Yes
,,88935,,,,,,LA88935,,,NRG,,,Yes
,,88937,,,,,,LA88937,,,NRG,,,Yes
,,88941,,,,,,LA88941,,,NRG,,,Yes
,,88945,,,,,,LA88945,,,NRG,,,Yes
,,88946,,,,,,LA88946,,,NRG,,,Yes
,,88949,,,,,,LA88949,,,NRG,,,Yes
,,88950,,,,,,LA88950,,,NRG,,,Yes
,,88951,,,,,,LA88951,,,NRG,,,Yes
,,88954,,,,,,LA88954,,,NRG,,,Yes
,,88955,,,,,,LA88955,,,NRG,,,Yes
,,88956,,,,,,LA88956,,,NRG,,,Yes
,,88958,,,,,,LA88958,,,NRG,,,Yes
,,88959,,,,,,LA88959,,,NRG,,,Yes
,,88960,,,,,,LA88960,,,NRG,,,Yes
,,88963,,,,,,LA88963,,,NRG,,,Yes
,,88965,,,,,,LA88965,,,NRG,,,Yes
,,88966,,,,,,LA88966,,,NRG,,,Yes
,,88967,,,,,,LA88967,,,NRG,,,Yes
,,89716,,,,,,LA89716,,,NRG,,,Yes
,,89740,,,,,,LA89740,,,NRG,,,Yes
,,89742,,,,,,LA89742,,,NRG,,,Yes
,,89744,,,,,,LA89744,,,NRG,,,Yes
,,89745,,,,,,LA89745,,,NRG,,,Yes
,,89746,,,,,,LA89746,,,NRG,,,Yes
,,89747,,,,,,LA89747,,,NRG,,,Yes
,,89748,,,,,,LA89748,,,NRG,,,Yes
,,89749,,,,,,LA89749,,,NRG,,,Yes
,,89755,,,,,,LA89755,,,NRG,,,Yes
,,89756,,,,,,LA89756,,,NRG,,,Yes
,,89758,,,,,,LA89758,,,NRG,,,Yes
,,89759,,,,,,LA89759,,,NRG,,,Yes
,,89760,,,,,,LA89760,,,NRG,,,Yes
,,89762,,,,,,LA89762,,,NRG,,,Yes
,,89764,,,,,,LA89764,,,NRG,,,Yes
,,89765,,,,,,LA89765,,,NRG,,,Yes
,,89767,,,,,,LA89767,,,NRG,,,Yes
,,89768,,,,,,LA89768,,,NRG,,,Yes
,,89777,,,,,,LA89777,,,NRG,,,Yes
,,89779,,,,,,LA89779,,,NRG,,,Yes
,,89784,,,,,,LA89784,,,NRG,,,Yes
,,89785,,,,,,LA89785,,,NRG,,,Yes
,,89790,,,,,,LA89790,,,NRG,,,Yes
,,89791,,,,,,LA89791,,,NRG,,,Yes
,,89792,,,,,,LA89792,,,NRG,,,Yes
,,89794,,,,,,LA89794,,,NRG,,,Yes
,,89795,,,,,,LA89795,,,NRG,,,Yes
,,89796,,,,,,LA89796,,,NRG,,,Yes
,,89797,,,,,,LA89797,,,NRG,,,Yes
,,89798,,,,,,LA89798,,,NRG,,,Yes
,,89799,,,,,,LA89799,,,NRG,,,Yes
,,89800,,,,,,LA89800,,,NRG,,,Yes
,,89802,,,,,,LA89802,,,NRG,,,Yes
,,89803,,,,,,LA89803,,,NRG,,,Yes
,,89804,,,,,,LA89804,,,NRG,,,Yes
,,89807,,,,,,LA89807,,,NRG,,,Yes
,,89809,,,,,,LA89809,,,NRG,,,Yes
,,89837,,,,,,LA89837,,,NRG,,,Yes
,,90012,,,,,,LA90012,,,NRG,,,Yes
,,90677,,,,,,LA90677,,,NRG,,,Yes
,,90795,,,,,,LA90795,,,NRG,,,Yes
,,90801,,,,,,LA90801,,,NRG,,,Yes
,,90806,,,,,,LA90806,,,NRG,,,Yes
,,90843,,,,,,LA90843,,,NRG,,,Yes
,,90860,,,,,,LA90860,,,NRG,,,Yes
,,99392,,,,,,LA99392,,,NRG,,,Yes
,,99393,,,,,,LA99393,,,NRG,,,Yes
,,99395,,,,,,LA99395,,,NRG,,,Yes
,,99396,,,,,,LA99396,,,NRG,,,Yes
,,99899,,,,,,LA99899,,,NRG,,,Yes
,,100680,,,,,,LA100680,,,NRG,,,Yes
,,101018,,,,,,LA101018,,,NRG,,,Yes
,,101344,,,,,,LA101344,,,NRG,,,Yes
,,101410,,,,,,LA101410,,,NRG,,,Yes
,,101414,,,,,,LA101414,,,NRG,,,Yes
,,101415,,,,,,LA101415,,,NRG,,,Yes
,,101451,,,,,,LA101451,,,NRG,,,Yes
,,101453,,,,,,LA101453,,,NRG,,,Yes
,,102070,,,,,,LA102070,,,NRG,,,Yes
,,102162,,,,,,LA102162,,,NRG,,,Yes
,,102179,,,,,,LA102179,,,NRG,,,Yes
,,102188,,,,,,LA102188,,,NRG,,,Yes
,,102189,,,,,,LA102189,,,NRG,,,Yes
,,102200,,,,,,LA102200,,,NRG,,,Yes
,,102702,,,,,,LA102702,,,NRG,,,Yes
,,102704,,,,,,LA102704,,,NRG,,,Yes
,,102708,,,,,,LA102708,,,NRG,,,Yes
,,102712,,,,,,LA102712,,,NRG,,,Yes
,,102757,,,,,,LA102757,,,NRG,,,Yes
,,102764,,,,,,LA102764,,,NRG,,,Yes
,,102771,,,,,,LA102771,,,NRG,,,Yes
,,102964,,,,,,LA102964,,,NRG,,,Yes
,,102965,,,,,,LA102965,,,NRG,,,Yes
,,102969,,,,,,LA102969,,,NRG,,,Yes
,,102970,,,,,,LA102970,,,NRG,,,Yes
,,102971,,,,,,LA102971,,,NRG,,,Yes
,,102972,,,,,,LA102972,,,NRG,,,Yes
,,102973,,,,,,LA102973,,,NRG,,,Yes
,,102976,,,,,,LA102976,,,NRG,,,Yes
,,102977,,,,,,LA102977,,,NRG,,,Yes
,,102978,,,,,,LA102978,,,NRG,,,Yes
,,102980,,,,,,LA102980,,,NRG,,,Yes
,,102982,,,,,,LA102982,,,NRG,,,Yes
,,102983,,,,,,LA102983,,,NRG,,,Yes
,,102984,,,,,,LA102984,,,NRG,,,Yes
,,102985,,,,,,LA102985,,,NRG,,,Yes
,,102987,,,,,,LA102987,,,NRG,,,Yes
,,102988,,,,,,LA102988,,,NRG,,,Yes
,,102996,,,,,,LA102996,,,NRG,,,Yes
,,102998,,,,,,LA102998,,,NRG,,,Yes
,,103001,,,,,,LA103001,,,NRG,,,Yes
,,103002,,,,,,LA103002,,,NRG,,,Yes
,,103003,,,,,,LA103003,,,NRG,,,Yes
,,103004,,,,,,LA103004,,,NRG,,,Yes
,,103005,,,,,,LA103005,,,NRG,,,Yes
,,103006,,,,,,LA103006,,,NRG,,,Yes
,,103008,,,,,,LA103008,,,NRG,,,Yes
,,103009,,,,,,LA103009,,,NRG,,,Yes
,,103010,,,,,,LA103010,,,NRG,,,Yes
,,103011,,,,,,LA103011,,,NRG,,,Yes
,,103012,,,,,,LA103012,,,NRG,,,Yes
,,103013,,,,,,LA103013,,,NRG,,,Yes
,,103014,,,,,,LA103014,,,NRG,,,Yes
,,103015,,,,,,LA103015,,,NRG,,,Yes
,,103016,,,,,,LA103016,,,NRG,,,Yes
,,103017,,,,,,LA103017,,,NRG,,,Yes
,,103018,,,,,,LA103018,,,NRG,,,Yes
,,103019,,,,,,LA103019,,,NRG,,,Yes
,,103021,,,,,,LA103021,,,NRG,,,Yes
,,103919,,,,,,LA103919,,,NRG,,,Yes
,,104169,,,,,,LA104169,,,NRG,,,Yes
,,104170,,,,,,LA104170,,,NRG,,,Yes
,,104174,,,,,,LA104174,,,NRG,,,Yes
,,104589,,,,,,LA104589,,,NRG,,,Yes
,,105432,,,,,,LA105432,,,NRG,,,Yes
,,105434,,,,,,LA105434,,,NRG,,,Yes
,,105439,,,,,,LA105439,,,NRG,,,Yes
,,105538,,,,,,LA105538,,,NRG,,,Yes
,,105839,,,,,,LA105839,,,NRG,,,Yes
,,105891,,,,,,LA105891,,,NRG,,,Yes
,,105892,,,,,,LA105892,,,NRG,,,Yes
,,106257,,,,,,LA106257,,,NRG,,,Yes
,,108525,,,,,,LA108525,,,NRG,,,Yes
,,108536,,,,,,LA108536,,,NRG,,,Yes
,,108537,,,,,,LA108537,,,NRG,,,Yes
,,108732,,,,,,LA108732,,,NRG,,,Yes
,,108733,,,,,,LA108733,,,NRG,,,Yes
,,108737,,,,,,LA108737,,,NRG,,,Yes
,,108738,,,,,,LA108738,,,NRG,,,Yes
,,108739,,,,,,LA108739,,,NRG,,,Yes
,,108742,,,,,,LA108742,,,NRG,,,Yes
,,108743,,,,,,LA108743,,,NRG,,,Yes
,,108744,,,,,,LA108744,,,NRG,,,Yes
,,108905,,,,,,LA108905,,,NRG,,,Yes
,,109947,,,,,,LA109947,,,NRG,,,Yes
,,110113,,,,,,LA110113,,,NRG,,,Yes
,,110115,,,,,,LA110115,,,NRG,,,Yes
,,110123,,,,,,LA110123,,,NRG,,,Yes
,,110124,,,,,,LA110124,,,NRG,,,Yes
,,110126,,,,,,LA110126,,,NRG,,,Yes
,,110129,,,,,,LA110129,,,NRG,,,Yes
,,110130,,,,,,LA110130,,,NRG,,,Yes
,,110131,,,,,,LA110131,,,NRG,,,Yes
,,110132,,,,,,LA110132,,,NRG,,,Yes
,,110134,,,,,,LA110134,,,NRG,,,Yes
,,110136,,,,,,LA110136,,,NRG,,,Yes
,,110140,,,,,,LA110140,,,NRG,,,Yes
,,110146,,,,,,LA110146,,,NRG,,,Yes
,,110627,,,,,,LA110627,,,NRG,,,Yes
,,110628,,,,,,LA110628,,,NRG,,,Yes
,,110635,,,,,,LA110635,,,NRG,,,Yes
,,110636,,,,,,LA110636,,,NRG,,,Yes
,,110713,,,,,,LA110713,,,NRG,,,Yes
,,110714,,,,,,LA110714,,,NRG,,,Yes
,,110716,,,,,,LA110716,,,NRG,,,Yes
,,110717,,,,,,LA110717,,,NRG,,,Yes
,,110718,,,,,,LA110718,,,NRG,,,Yes
,,110723,,,,,,LA110723,,,NRG,,,Yes
,,110727,,,,,,LA110727,,,NRG,,,Yes
,,110730,,,,,,LA110730,,,NRG,,,Yes
,,110731,,,,,,LA110731,,,NRG,,,Yes
,,110971,,,,,,LA110971,,,NRG,,,Yes
,,111230,,,,,,LA111230,,,NRG,,,Yes
,,111231,,,,,,LA111231,,,NRG,,,Yes
,,112499,,,,,,LA112499,,,NRG,,,Yes
,,112501,,,,,,LA112501,,,NRG,,,Yes
,,112832,,,,,,LA112832,,,NRG,,,Yes
,,112847,,,,,,LA112847,,,NRG,,,Yes
,,112881,,,,,,LA112881,,,NRG,,,Yes
,,112883,,,,,,LA112883,,,NRG,,,Yes
,,112893,,,,,,LA112893,,,NRG,,,Yes
,,112904,,,,,,LA112904,,,NRG,,,Yes
,,113955,,,,,,LA113955,,,NRG,,,Yes
,,114030,,,,,,LA114030,,,NRG,,,Yes
,,114996,,,,,,LA114996,,,NRG,,,Yes
,,114999,,,,,,LA114999,,,NRG,,,Yes
,,115001,,,,,,LA115001,,,NRG,,,Yes
,,115003,,,,,,LA115003,,,NRG,,,Yes
,,115012,,,,,,LA115012,,,NRG,,,Yes
,,115103,,,,,,LA115103,,,NRG,,,Yes
,,115105,,,,,,LA115105,,,NRG,,,Yes
,,115115,,,,,,LA115115,,,NRG,,,Yes
,,115117,,,,,,LA115117,,,NRG,,,Yes
,,115121,,,,,,LA115121,,,NRG,,,Yes
,,115122,,,,,,LA115122,,,NRG,,,Yes
,,115124,,,,,,LA115124,,,NRG,,,Yes
,,115126,,,,,,LA115126,,,NRG,,,Yes
,,115129,,,,,,LA115129,,,NRG,,,Yes
,,115132,,,,,,LA115132,,,NRG,,,Yes
,,115133,,,,,,LA115133,,,NRG,,,Yes
,,115135,,,,,,LA115135,,,NRG,,,Yes
,,115137,,,,,,LA115137,,,NRG,,,Yes
,,115139,,,,,,LA115139,,,NRG,,,Yes
,,115143,,,,,,LA115143,,,NRG,,,Yes
,,115148,,,,,,LA115148,,,NRG,,,Yes
,,115152,,,,,,LA115152,,,NRG,,,Yes
,,115154,,,,,,LA115154,,,NRG,,,Yes
,,115158,,,,,,LA115158,,,NRG,,,Yes
,,115160,,,,,,LA115160,,,NRG,,,Yes
,,115161,,,,,,LA115161,,,NRG,,,Yes
,,115162,,,,,,LA115162,,,NRG,,,Yes
,,115163,,,,,,LA115163,,,NRG,,,Yes
,,116025,,,,,,LA116025,,,NRG,,,Yes
,,117230,,,,,,LA117230,,,NRG,,,Yes
,,117232,,,,,,LA117232,,,NRG,,,Yes
,,119423,,,,,,LA119423,,,NRG,,,Yes
,,119424,,,,,,LA119424,,,NRG,,,Yes
,,119426,,,,,,LA119426,,,NRG,,,Yes
,,119540,,,,,,LA119540,,,NRG,,,Yes
,,120430,,,,,,LA120430,,,NRG,,,Yes
,,121620,,,,,,LA121620,,,NRG,,,Yes
,,121621,,,,,,LA121621,,,NRG,,,Yes
,,121622,,,,,,LA121622,,,NRG,,,Yes
,,122031,,,,,,LA122031,,,NRG,,,Yes
,,122312,,,,,,LA122312,,,NRG,,,Yes
,,122316,,,,,,LA122316,,,NRG,,,Yes
,,122687,,,,,,LA122687,,,NRG,,,Yes
,,122692,,,,,,LA122692,,,NRG,,,Yes
,,122697,,,,,,LA122697,,,NRG,,,Yes
,,122698,,,,,,LA122698,,,NRG,,,Yes
,,123217,,,,,,LA123217,,,NRG,,,Yes
,,123218,,,,,,LA123218,,,NRG,,,Yes
,,123220,,,,,,LA123220,,,NRG,,,Yes
,,123222,,,,,,LA123222,,,NRG,,,Yes
,,124262,,,,,,LA124262,,,NRG,,,Yes
,,125369,,,,,,LA125369,,,NRG,,,Yes
,,125372,,,,,,LA125372,,,NRG,,,Yes
,,125373,,,,,,LA125373,,,NRG,,,Yes
,,125375,,,,,,LA125375,,,NRG,,,Yes
,,125377,,,,,,LA125377,,,NRG,,,Yes
,,125378,,,,,,LA125378,,,NRG,,,Yes
,,125379,,,,,,LA125379,,,NRG,,,Yes
,,125380,,,,,,LA125380,,,NRG,,,Yes
,,125381,,,,,,LA125381,,,NRG,,,Yes
,,125382,,,,,,LA125382,,,NRG,,,Yes
,,125384,,,,,,LA125384,,,NRG,,,Yes
,,125385,,,,,,LA125385,,,NRG,,,Yes
,,125452,,,,,,LA125452,,,NRG,,,Yes
,,127090,,,,,,LA127090,,,NRG,,,Yes
,,127091,,,,,,LA127091,,,NRG,,,Yes
,,127092,,,,,,LA127092,,,NRG,,,Yes
,,127098,,,,,,LA127098,,,NRG,,,Yes
,,127099,,,,,,LA127099,,,NRG,,,Yes
,,127100,,,,,,LA127100,,,NRG,,,Yes
,,127101,,,,,,LA127101,,,NRG,,,Yes
,,127384,,,,,,LA127384,,,NRG,,,Yes
,,127626,,,,,,LA127626,,,NRG,,,Yes
,,127627,,,,,,LA127627,,,NRG,,,Yes
,,127629,,,,,,LA127629,,,NRG,,,Yes
,,127630,,,,,,LA127630,,,NRG,,,Yes
,,127631,,,,,,LA127631,,,NRG,,,Yes
,,127632,,,,,,LA127632,,,NRG,,,Yes
,,127634,,,,,,LA127634,,,NRG,,,Yes
,,127635,,,,,,LA127635,,,NRG,,,Yes
,,127637,,,,,,LA127637,,,NRG,,,Yes
,,127644,,,,,,LA127644,,,NRG,,,Yes
,,127645,,,,,,LA127645,,,NRG,,,Yes
,,127648,,,,,,LA127648,,,NRG,,,Yes
,,127649,,,,,,LA127649,,,NRG,,,Yes
,,127650,,,,,,LA127650,,,NRG,,,Yes
,,127651,,,,,,LA127651,,,NRG,,,Yes
,,127652,,,,,,LA127652,,,NRG,,,Yes
,,127653,,,,,,LA127653,,,NRG,,,Yes
,,127655,,,,,,LA127655,,,NRG,,,Yes
,,127657,,,,,,LA127657,,,NRG,,,Yes
,,127658,,,,,,LA127658,,,NRG,,,Yes
,,127659,,,,,,LA127659,,,NRG,,,Yes
,,127660,,,,,,LA127660,,,NRG,,,Yes
,,127661,,,,,,LA127661,,,NRG,,,Yes
,,127662,,,,,,LA127662,,,NRG,,,Yes
,,127664,,,,,,LA127664,,,NRG,,,Yes
,,127665,,,,,,LA127665,,,NRG,,,Yes
,,127666,,,,,,LA127666,,,NRG,,,Yes
,,127667,,,,,,LA127667,,,NRG,,,Yes
,,127668,,,,,,LA127668,,,NRG,,,Yes
,,127669,,,,,,LA127669,,,NRG,,,Yes
,,127672,,,,,,LA127672,,,NRG,,,Yes
,,127673,,,,,,LA127673,,,NRG,,,Yes
,,127675,,,,,,LA127675,,,NRG,,,Yes
,,127677,,,,,,LA127677,,,NRG,,,Yes
,,127678,,,,,,LA127678,,,NRG,,,Yes
,,127681,,,,,,LA127681,,,NRG,,,Yes
,,127682,,,,,,LA127682,,,NRG,,,Yes
,,127686,,,,,,LA127686,,,NRG,,,Yes
,,127687,,,,,,LA127687,,,NRG,,,Yes
,,127688,,,,,,LA127688,,,NRG,,,Yes
,,127690,,,,,,LA127690,,,NRG,,,Yes
,,127696,,,,,,LA127696,,,NRG,,,Yes
,,127697,,,,,,LA127697,,,NRG,,,Yes
,,127700,,,,,,LA127700,,,NRG,,,Yes
,,127705,,,,,,LA127705,,,NRG,,,Yes
,,128076,,,,,,LA128076,,,NRG,,,Yes
,,128078,,,,,,LA128078,,,NRG,,,Yes
,,128112,,,,,,LA128112,,,NRG,,,Yes
,,128113,,,,,,LA128113,,,NRG,,,Yes
,,128114,,,,,,LA128114,,,NRG,,,Yes
,,128115,,,,,,LA128115,,,NRG,,,Yes
,,128155,,,,,,LA128155,,,NRG,,,Yes
,,128388,,,,,,LA128388,,,NRG,,,Yes
,,128391,,,,,,LA128391,,,NRG,,,Yes
,,128392,,,,,,LA128392,,,NRG,,,Yes
,,128394,,,,,,LA128394,,,NRG,,,Yes
,,128395,,,,,,LA128395,,,NRG,,,Yes
,,128396,,,,,,LA128396,,,NRG,,,Yes
,,128397,,,,,,LA128397,,,NRG,,,Yes
,,128408,,,,,,LA128408,,,NRG,,,Yes
,,128410,,,,,,LA128410,,,NRG,,,Yes
,,128411,,,,,,LA128411,,,NRG,,,Yes
,,128538,,,,,,LA128538,,,NRG,,,Yes
,,128692,,,,,,LA128692,,,NRG,,,Yes
,,128696,,,,,,LA128696,,,NRG,,,Yes
,,128805,,,,,,LA128805,,,NRG,,,Yes
,,129081,,,,,,LA129081,,,NRG,,,Yes
,,129164,,,,,,LA129164,,,NRG,,,Yes
,,129175,,,,,,LA129175,,,NRG,,,Yes
,,129176,,,,,,LA129176,,,NRG,,,Yes
,,129177,,,,,,LA129177,,,NRG,,,Yes
,,129178,,,,,,LA129178,,,NRG,,,Yes
,,129179,,,,,,LA129179,,,NRG,,,Yes
,,129180,,,,,,LA129180,,,NRG,,,Yes
,,129181,,,,,,LA129181,,,NRG,,,Yes
,,129182,,,,,,LA129182,,,NRG,,,Yes
,,129183,,,,,,LA129183,,,NRG,,,Yes
,,129184,,,,,,LA129184,,,NRG,,,Yes
,,129490,,,,,,LA129490,,,NRG,,,Yes
,,129491,,,,,,LA129491,,,NRG,,,Yes
,,129492,,,,,,LA129492,,,NRG,,,Yes
,,129493,,,,,,LA129493,,,NRG,,,Yes
,,129494,,,,,,LA129494,,,NRG,,,Yes
,,129495,,,,,,LA129495,,,NRG,,,Yes
,,129682,,,,,,LA129682,,,NRG,,,Yes
,,129702,,,,,,LA129702,,,NRG,,,Yes
,,130582,,,,,,LA130582,,,NRG,,,Yes
,,130642,,,,,,LA130642,,,NRG,,,Yes
,,130845,,,,,,LA130845,,,NRG,,,Yes
,,131373,,,,,,LA131373,,,NRG,,,Yes
,,133983,,,,,,LA133983,,,NRG,,,Yes
,,133984,,,,,,LA133984,,,NRG,,,Yes
,,133985,,,,,,LA133985,,,NRG,,,Yes
,,133986,,,,,,LA133986,,,NRG,,,Yes
,,133987,,,,,,LA133987,,,NRG,,,Yes
,,133988,,,,,,LA133988,,,NRG,,,Yes
,,133993,,,,,,LA133993,,,NRG,,,Yes
,,133998,,,,,,LA133998,,,NRG,,,Yes
,,133999,,,,,,LA133999,,,NRG,,,Yes
,,134002,,,,,,LA134002,,,NRG,,,Yes
,,134004,,,,,,LA134004,,,NRG,,,Yes
,,134006,,,,,,LA134006,,,NRG,,,Yes
,,134008,,,,,,LA134008,,,NRG,,,Yes
,,134010,,,,,,LA134010,,,NRG,,,Yes
,,134018,,,,,,LA134018,,,NRG,,,Yes
,,134023,,,,,,LA134023,,,NRG,,,Yes
,,134026,,,,,,LA134026,,,NRG,,,Yes
,,134027,,,,,,LA134027,,,NRG,,,Yes
,,134036,,,,,,LA134036,,,NRG,,,Yes
,,134048,,,,,,LA134048,,,NRG,,,Yes
,,134066,,,,,,LA134066,,,NRG,,,Yes
,,134074,,,,,,LA134074,,,NRG,,,Yes
,,134077,,,,,,LA134077,,,NRG,,,Yes
,,134082,,,,,,LA134082,,,NRG,,,Yes
,,134084,,,,,,LA134084,,,NRG,,,Yes
,,135058,,,,,,LA135058,,,NRG,,,Yes
,,135243,,,,,,LA135243,,,NRG,,,Yes
,,135249,,,,,,LA135249,,,NRG,,,Yes
,,135255,,,,,,LA135255,,,NRG,,,Yes
,,135290,,,,,,LA135290,,,NRG,,,Yes
,,135291,,,,,,LA135291,,,NRG,,,Yes
,,135292,,,,,,LA135292,,,NRG,,,Yes
,,135293,,,,,,LA135293,,,NRG,,,Yes
,,135294,,,,,,LA135294,,,NRG,,,Yes
,,136523,,,,,,LA136523,,,NRG,,,Yes
,,136527,,,,,,LA136527,,,NRG,,,Yes
,,136528,,,,,,LA136528,,,NRG,,,Yes
,,136529,,,,,,LA136529,,,NRG,,,Yes
,,136530,,,,,,LA136530,,,NRG,,,Yes
,,136531,,,,,,LA136531,,,NRG,,,Yes
,,136532,,,,,,LA136532,,,NRG,,,Yes
,,136534,,,,,,LA136534,,,NRG,,,Yes
,,136539,,,,,,LA136539,,,NRG,,,Yes
,,136541,,,,,,LA136541,,,NRG,,,Yes
,,136542,,,,,,LA136542,,,NRG,,,Yes
,,136543,,,,,,LA136543,,,NRG,,,Yes
,,136544,,,,,,LA136544,,,NRG,,,Yes
,,136547,,,,,,LA136547,,,NRG,,,Yes
,,136549,,,,,,LA136549,,,NRG,,,Yes
,,136553,,,,,,LA136553,,,NRG,,,Yes
,,136557,,,,,,LA136557,,,NRG,,,Yes
,,136559,,,,,,LA136559,,,NRG,,,Yes
,,136560,,,,,,LA136560,,,NRG,,,Yes
,,136561,,,,,,LA136561,,,NRG,,,Yes
,,136562,,,,,,LA136562,,,NRG,,,Yes
,,136563,,,,,,LA136563,,,NRG,,,Yes
,,136569,,,,,,LA136569,,,NRG,,,Yes
,,136571,,,,,,LA136571,,,NRG,,,Yes
,,136572,,,,,,LA136572,,,NRG,,,Yes
,,136575,,,,,,LA136575,,,NRG,,,Yes
,,136581,,,,,,LA136581,,,NRG,,,Yes
,,136582,,,,,,LA136582,,,NRG,,,Yes
,,136584,,,,,,LA136584,,,NRG,,,Yes
,,136585,,,,,,LA136585,,,NRG,,,Yes
,,136590,,,,,,LA136590,,,NRG,,,Yes
,,136593,,,,,,LA136593,,,NRG,,,Yes
,,136595,,,,,,LA136595,,,NRG,,,Yes
,,136596,,,,,,LA136596,,,NRG,,,Yes
,,136597,,,,,,LA136597,,,NRG,,,Yes
,,136601,,,,,,LA136601,,,NRG,,,Yes
,,136605,,,,,,LA136605,,,NRG,,,Yes
,,136606,,,,,,LA136606,,,NRG,,,Yes
,,136607,,,,,,LA136607,,,NRG,,,Yes
,,136609,,,,,,LA136609,,,NRG,,,Yes
,,136612,,,,,,LA136612,,,NRG,,,Yes
,,136618,,,,,,LA136618,,,NRG,,,Yes
,,136621,,,,,,LA136621,,,NRG,,,Yes
,,136623,,,,,,LA136623,,,NRG,,,Yes
,,136624,,,,,,LA136624,,,NRG,,,Yes
,,136628,,,,,,LA136628,,,NRG,,,Yes
,,136633,,,,,,LA136633,,,NRG,,,Yes
,,136634,,,,,,LA136634,,,NRG,,,Yes
,,136636,,,,,,LA136636,,,NRG,,,Yes
,,136637,,,,,,LA136637,,,NRG,,,Yes
,,136638,,,,,,LA136638,,,NRG,,,Yes
,,136639,,,,,,LA136639,,,NRG,,,Yes
,,136641,,,,,,LA136641,,,NRG,,,Yes
,,136642,,,,,,LA136642,,,NRG,,,Yes
,,136643,,,,,,LA136643,,,NRG,,,Yes
,,136644,,,,,,LA136644,,,NRG,,,Yes
,,136654,,,,,,LA136654,,,NRG,,,Yes
,,136655,,,,,,LA136655,,,NRG,,,Yes
,,136656,,,,,,LA136656,,,NRG,,,Yes
,,136658,,,,,,LA136658,,,NRG,,,Yes
,,136659,,,,,,LA136659,,,NRG,,,Yes
,,136662,,,,,,LA136662,,,NRG,,,Yes
,,136663,,,,,,LA136663,,,NRG,,,Yes
,,136664,,,,,,LA136664,,,NRG,,,Yes
,,136665,,,,,,LA136665,,,NRG,,,Yes
,,136668,,,,,,LA136668,,,NRG,,,Yes
,,136671,,,,,,LA136671,,,NRG,,,Yes
,,136675,,,,,,LA136675,,,NRG,,,Yes
,,136676,,,,,,LA136676,,,NRG,,,Yes
,,136677,,,,,,LA136677,,,NRG,,,Yes
,,136684,,,,,,LA136684,,,NRG,,,Yes
,,136685,,,,,,LA136685,,,NRG,,,Yes
,,136690,,,,,,LA136690,,,NRG,,,Yes
,,136691,,,,,,LA136691,,,NRG,,,Yes
,,136692,,,,,,LA136692,,,NRG,,,Yes
,,136693,,,,,,LA136693,,,NRG,,,Yes
,,136694,,,,,,LA136694,,,NRG,,,Yes
,,136696,,,,,,LA136696,,,NRG,,,Yes
,,136705,,,,,,LA136705,,,NRG,,,Yes
,,136706,,,,,,LA136706,,,NRG,,,Yes
,,136714,,,,,,LA136714,,,NRG,,,Yes
,,136718,,,,,,LA136718,,,NRG,,,Yes
,,136721,,,,,,LA136721,,,NRG,,,Yes
